,StateAbbr,StateDesc,CityName,Latitude,Longitude
0,CA,California,Hawthorne,33.905547923,-118.337332298
1,CA,California,Hayward,37.6329591551,-122.077051051
2,CA,California,Hemet,33.7352277311,-116.994605005
3,CA,California,Indio,33.7144617083,-116.258246324
4,CA,California,Inglewood,33.9439711273,-118.349937728
5,CA,California,Lakewood,33.8470531941,-118.122204765
6,CA,California,Livermore,37.6865101361,-121.764357841
7,AL,Alabama,Hoover,33.3767602729,-86.8051937568
8,AL,Alabama,Huntsville,34.6989692671,-86.6387042882
9,AL,Alabama,Mobile,30.6776248648,-88.1184482714
10,AL,Alabama,Montgomery,32.3472645333,-86.2677059552
11,AL,Alabama,Tuscaloosa,33.2336083951,-87.5268004073
12,AK,Alaska,Anchorage,61.1593945029,-149.899866691
13,AZ,Arizona,Avondale,33.4505348518,-112.292540729
14,AZ,Arizona,Chandler,33.28318981,-111.852210033
15,AZ,Arizona,Glendale,33.5796123089,-112.225306421
16,AZ,Arizona,Peoria,33.7847206422,-112.298680584
17,AZ,Arizona,Phoenix,33.6510442159,-112.124535414
18,AZ,Arizona,Scottsdale,33.6872493651,-111.865085877
19,AZ,Arizona,Surprise,33.6803835177,-112.452218439
20,AZ,Arizona,Tempe,33.3419171912,-111.919809152
21,AZ,Arizona,Tucson,32.2851840496,-110.941404638
22,AZ,Arizona,Yuma,32.5986027117,-114.54836837
23,AR,Arkansas,Jonesboro,35.8208121538,-90.6794991686
24,AR,Arkansas,Little Rock,34.7253957894,-92.3583751863
25,AR,Arkansas,Springdale,36.1869932598,-94.1536274531
26,CA,California,Alhambra,34.095187919,-118.118974009
27,CA,California,Anaheim,33.8389076996,-117.857613481
28,CA,California,Antioch,37.9777042922,-121.796606971
29,CA,California,Bellflower,33.8880417923,-118.127100236
30,CA,California,Berkeley,37.8725678765,-122.274907975
31,CA,California,Buena Park,33.841891229,-117.994503534
32,CA,California,Burbank,34.1622732046,-118.349317041
33,CA,California,Carlsbad,33.1248051026,-117.282903303
34,CA,California,Carson,33.8216422469,-118.281421609
35,CA,California,Chino,33.983588126,-117.665296584
36,CA,California,Chino Hills,33.950774546,-117.725326968
37,CA,California,Chula Vista,32.6282964262,-117.010042407
38,CA,California,Compton,33.892965693,-118.227506568
39,CA,California,Concord,37.9721810307,-122.001588036
40,CA,California,Corona,33.8623571787,-117.564224471
41,CA,California,Daly City,37.6861552276,-122.468298024
42,CA,California,Downey,33.937867256,-118.131150116
43,CA,California,Elk Grove,38.4159992006,-121.384137762
44,CA,California,El Monte,34.073919653,-118.029071951
45,CA,California,Escondido,33.1516231387,-117.107549293
46,CA,California,Fairfield,38.2558446343,-122.039303253
47,CA,California,Folsom,38.6750494328,-121.147605753
48,CA,California,Fontana,34.0974227833,-117.459241285
49,CA,California,Fresno,36.7826786711,-119.794126569
50,CA,California,Fullerton,33.8840378013,-117.927850895
51,CA,California,Garden Grove,33.7775511501,-117.975605869
52,CA,California,Los Angeles,34.1182277898,-118.408500088
53,CA,California,Lynwood,33.9239616867,-118.201648375
54,CA,California,Manteca,37.7961925102,-121.231230612
55,CA,California,Menifee,33.7251014333,-117.197756929
56,CA,California,Merced,37.3055863217,-120.477710571
57,CA,California,Milpitas,37.433869763,-121.892083025
58,CA,California,Modesto,37.6615478221,-120.988548061
59,CA,California,Moreno Valley,33.9244314112,-117.204501895
60,CA,California,Mountain View,37.3999252379,-122.079544343
61,CA,California,Murrieta,33.5719743356,-117.190921143
62,CA,California,Newport Beach,33.6150103607,-117.867364631
63,CA,California,Ontario,34.0392649464,-117.606427103
64,CA,California,Orange,33.8046419567,-117.8231855
65,CA,California,Oxnard,34.1959237731,-119.18187657
66,CA,California,Palmdale,34.5944899803,-118.105772328
67,CA,California,Perris,33.7943830016,-117.207043425
68,CA,California,Pomona,34.0585026366,-117.762551658
69,CA,California,Rancho Cucamonga,34.1245895555,-117.56617587
70,CA,California,Redding,40.5697591271,-122.365026322
71,CA,California,Redlands,34.0511315317,-117.170935294
72,CA,California,Redondo Beach,33.8575280159,-118.376567893
73,CA,California,Redwood City,37.5009145276,-122.224767617
74,CA,California,Rialto,34.1128158089,-117.388535978
75,CA,California,Richmond,37.9065177987,-122.343526184
76,CA,California,Riverside,33.9367153115,-117.300409947
77,CA,California,Roseville,38.7657516182,-121.302847708
78,CA,California,Sacramento,38.5666321567,-121.468299801
79,CA,California,San Buenaventura (Ventura),34.2743610206,-119.231436551
80,CA,California,San Diego,32.8355639418,-117.119792061
81,CA,California,San Francisco,37.7559136611,-122.440987876
82,CA,California,San Jose,37.3003963176,-121.847228423
83,CA,California,San Leandro,37.7074299262,-122.159061655
84,CA,California,San Mateo,37.5518226893,-122.312390346
85,CA,California,Santa Ana,33.7366948419,-117.881890237
86,CT,Connecticut,New Britain,41.675922654,-72.7861630705
87,CT,Connecticut,New Haven,41.3113869392,-72.9247595793
88,CT,Connecticut,Stamford,41.1049145013,-73.5589363142
89,CT,Connecticut,Waterbury,41.5582443266,-73.036129832
90,DE,Delaware,Wilmington,39.7451857074,-75.5413743541
91,DC,District of C,Washington,38.8688417474,-77.0180491156
92,FL,Florida,Boca Raton,26.3749012715,-80.1078208861
93,FL,Florida,Boynton Beach,26.5279818052,-80.0814660417
94,FL,Florida,Cape Coral,26.6448544993,-81.9931108298
95,FL,Florida,Clearwater,27.9805997919,-82.7544099135
96,FL,Florida,Davie,26.1024446784,-80.322191704
97,FL,Florida,Gainesville,29.6817027431,-82.345278266
98,FL,Florida,Hialeah,25.8449857293,-80.3065195497
99,FL,Florida,Hollywood,26.0073073727,-80.1809674043
100,FL,Florida,Jacksonville,30.1642949696,-81.6122407635
101,FL,Florida,Lakeland,28.0438292033,-81.9343233179
102,FL,Florida,Lauderhill,26.1605584187,-80.2241278263
103,FL,Florida,Melbourne,28.1158805782,-80.6508814613
104,FL,Florida,Miami,25.782295897,-80.2215647762
105,FL,Florida,Miami Beach,25.7769153646,-80.1343063013
106,FL,Florida,Miami Gardens,25.9548671603,-80.2703774181
107,FL,Florida,Miramar,25.9773288233,-80.3357316003
108,FL,Florida,Orlando,28.4800646771,-81.3452411179
109,FL,Florida,Palm Coast,29.5405590976,-81.2508206143
110,FL,Florida,Pembroke Pines,26.027611305,-80.2406192078
111,FL,Florida,Plantation,26.1259853923,-80.2616762465
112,FL,Florida,Pompano Beach,26.2428335699,-80.131245161
113,FL,Florida,Port St. Lucie,27.2808680308,-80.3832154574
114,FL,Florida,Sunrise,26.1546878303,-80.299841102
115,FL,Florida,Tampa,27.996198041,-82.4450349799
116,CA,California,Santa Barbara,34.4285733874,-119.720187334
117,CA,California,Santa Clara,37.3461579122,-121.998613312
118,CA,California,Santa Clarita,34.4119039185,-118.503504698
119,CA,California,Santa Maria,34.9708131997,-120.418443578
120,CA,California,Santa Monica,34.0231891612,-118.481563937
121,CA,California,Santa Rosa,38.4464423102,-122.706005935
122,CA,California,Simi Valley,34.2662462857,-118.748980462
123,CA,California,South Gate,33.9462080979,-118.19400804
124,CA,California,Stockton,37.9766322679,-121.311121669
125,CA,California,Sunnyvale,37.3914586425,-122.038499699
126,CA,California,Thousand Oaks,34.2216305911,-118.877965452
127,CA,California,Tracy,37.7243277375,-121.444621463
128,CA,California,Turlock,37.4995558767,-120.863379775
129,CA,California,Tustin,33.7105675639,-117.824570558
130,CA,California,Union City,37.6028390812,-122.018966106
131,CA,California,Upland,34.1178445701,-117.660290062
132,CA,California,Vacaville,38.3597235063,-121.96903046
133,CA,California,Vallejo,38.1135329247,-122.235518478
134,CA,California,Visalia,36.3270623157,-119.325273214
135,CA,California,West Covina,34.0554415174,-117.91128206
136,CA,California,Whittier,33.9678255596,-118.018796341
137,CO,Colorado,Arvada,39.8308263293,-105.146327974
138,CO,Colorado,Aurora,39.7091594781,-104.726526621
139,CO,Colorado,Colorado Springs,38.7720930899,-104.806631655
140,CO,Colorado,Denver,39.7620283743,-104.876365322
141,CO,Colorado,Fort Collins,40.5680376228,-105.144412907
142,CO,Colorado,Greeley,40.3984817152,-104.851655949
143,CO,Colorado,Longmont,40.1695164708,-105.10195106
144,CO,Colorado,Pueblo,38.2733957251,-104.612001218
145,CO,Colorado,Thornton,39.8626575095,-104.958382784
146,CO,Colorado,Westminster,39.8838511475,-105.062645316
147,CT,Connecticut,Bridgeport,41.16736186,-73.1687533733
148,CT,Connecticut,Danbury,41.4015898606,-73.470938682
149,CT,Connecticut,Hartford,41.7775628518,-72.7089099805
150,IL,Illinois,Joliet,41.5206390037,-88.1507097756
151,IL,Illinois,Naperville,41.7482001145,-88.1657705099
152,IL,Illinois,Palatine,42.1190705533,-88.0525591729
153,IL,Illinois,Peoria,40.7515684146,-89.615255458
154,IL,Illinois,Rockford,42.2633180015,-89.0625958362
155,IL,Illinois,Schaumburg,42.0305488755,-88.0838663543
156,IL,Illinois,Waukegan,42.3702955582,-87.8712595095
157,IN,Indiana,Bloomington,39.1572521017,-86.4846360356
158,IN,Indiana,Evansville,37.9867158026,-87.538270731
159,IN,Indiana,Fishers,39.9587635263,-85.969310702
160,IN,Indiana,Fort Wayne,41.0884920417,-85.1435898792
161,IN,Indiana,Hammond,41.6171442828,-87.4909551115
162,IN,Indiana,Lafayette,40.3994285285,-86.8617007404
163,IN,Indiana,Muncie,40.2248461904,-85.4471842366
164,IA,Iowa,Cedar Rapids,41.966729258,-91.6781679349
165,IA,Iowa,Des Moines,41.5741349525,-93.6165066086
166,IA,Iowa,Iowa City,41.6558950332,-91.5308854927
167,IA,Iowa,Sioux City,42.4274266173,-96.385234885
168,KS,Kansas,Kansas City,39.1234621409,-94.7441921112
169,KS,Kansas,Olathe,38.8732967673,-94.8138243346
170,KS,Kansas,Topeka,39.0303170171,-95.633229897
171,KS,Kansas,Wichita,37.690561478,-97.3429366807
172,GA,Georgia,Albany,31.5776036766,-84.1763240815
173,GA,Georgia,Athens,33.9508170683,-83.3689417445
174,GA,Georgia,Savannah,32.0283615157,-81.1783435493
175,ID,Idaho,Boise City,43.5984343897,-116.230885189
176,ID,Idaho,Meridian,43.6185195383,-116.39758487
177,ID,Idaho,Nampa,43.5829315681,-116.564145085
178,IL,Illinois,Aurora,41.7637750837,-88.2900949057
179,IL,Illinois,Bolingbrook,41.6911653908,-88.1011218035
180,IL,Illinois,Champaign,40.105476598,-88.2671806227
181,IL,Illinois,Cicero,41.844539143,-87.7592873023
182,IL,Illinois,Elgin,42.0385402472,-88.3224947104
183,IL,Illinois,Evanston,42.0463099649,-87.6940348773
184,KY,Kentucky,Louisville,38.1777689918,-85.6664099974
185,LA,Louisiana,Baton Rouge,30.4266884771,-91.0286917808
186,LA,Louisiana,Kenner,30.0106937201,-90.2550320135
187,LA,Louisiana,Lafayette,30.2120582815,-92.0317532321
188,LA,Louisiana,Lake Charles,30.2030679966,-93.2148796496
189,LA,Louisiana,New Orleans,30.0687009935,-89.9316317895
190,LA,Louisiana,Shreveport,32.4671618864,-93.7962236108
191,ME,Maine,Portland,43.7113385519,-70.2911118999
192,MA,Massachusetts,Boston,42.3155796777,-71.0916505804
193,MA,Massachusetts,Brockton,42.082071372,-71.0241656338
194,MA,Massachusetts,Cambridge,42.3758188051,-71.1183992378
195,MA,Massachusetts,Newton,42.3316567616,-71.2084466944
196,MA,Massachusetts,Quincy,42.2492981918,-71.0218764062
197,MA,Massachusetts,Worcester,42.2705425446,-71.8079404584
198,MI,Michigan,Ann Arbor,42.2756833567,-83.7311374448
199,MI,Michigan,Detroit,42.3610565963,-83.2415450529
200,MI,Michigan,Farmington Hills,42.4859956992,-83.3771159714
201,MI,Michigan,Flint,43.0236339386,-83.6920640313
202,MI,Michigan,Grand Rapids,42.9614815414,-85.6556858473
203,MI,Michigan,Lansing,42.7090711751,-84.5584470022
204,MI,Michigan,Livonia,42.3971592737,-83.3733073683
205,MI,Michigan,Rochester Hills,42.6645256768,-83.1563037157
206,MI,Michigan,Southfield,42.4765016267,-83.2605284738
207,MI,Michigan,Sterling Heights,42.580985283,-83.0303680858
208,MI,Michigan,Troy,42.5817340358,-83.1457545154
209,MI,Michigan,Westland,42.3192220455,-83.3805461719
210,MI,Michigan,Wyoming,42.8916789647,-85.6918311961
211,MN,Minnesota,Bloomington,44.8305852429,-93.3150995817
212,MN,Minnesota,Brooklyn Park,45.1112033916,-93.3505067942
213,MN,Minnesota,Duluth,46.7854703427,-92.1342013763
214,MN,Minnesota,Minneapolis,44.9635407967,-93.2678345304
215,MN,Minnesota,Rochester,44.0150574384,-92.4775005494
216,MN,Minnesota,St. Paul,44.9444555071,-93.0244016372
217,MS,Mississippi,Gulfport,30.427377008,-89.0701908439
218,MO,Missouri,Columbia,38.9481109651,-92.3260129764
219,MO,Missouri,Independence,39.0870794771,-94.3502748237
220,MO,Missouri,Kansas City,39.1239413971,-94.5541236795
221,MO,Missouri,Lee's Summit,38.9170508128,-94.3814865856
222,MO,Missouri,St. Louis,38.6358122615,-90.2451186799
223,MO,Missouri,Springfield,37.1942661484,-93.2914273656
224,MT,Montana,Billings,45.7893102609,-108.54882784
225,MT,Montana,Missoula,46.8694402455,-114.009863843
226,NE,Nebraska,Omaha,41.2642309111,-96.0415076441
227,NY,New York,New York,40.7626039615,-73.9721311385
228,NV,Nevada,Las Vegas,36.2274148438,-115.262670095
229,NV,Nevada,North Las Vegas,36.2891993562,-115.088496088
230,NV,Nevada,Reno,39.5383430738,-119.876379004
231,NV,Nevada,Sparks,39.5525451524,-119.698071822
232,NH,New Hampshire,Manchester,42.9816912363,-71.4224827092
233,NH,New Hampshire,Nashua,42.7491554459,-71.4909587631
234,NJ,New Jersey,Camden,39.9361910066,-75.1072961899
235,NJ,New Jersey,Clifton,40.8590639812,-74.1867249891
236,NJ,New Jersey,Jersey City,40.7188130852,-74.0687740635
237,TX,Texas,Garland,32.9100799867,-96.6304258603
238,NJ,New Jersey,Paterson,40.9146874977,-74.1624181271
239,NM,New Mexico,Albuquerque,35.2119511767,-106.713995363
240,NM,New Mexico,Rio Rancho,35.287307935,-106.697981552
241,NY,New York,Albany,42.6663969604,-73.7986826267
242,NY,New York,Buffalo,42.9280686252,-78.8955851448
243,TX,Texas,San Antonio,29.2832765912,-98.5340685206
244,PA,Pennsylvania,Philadelphia,40.0556006987,-75.1324048518
245,NY,New York,Rochester,43.1354766155,-77.6264956481
246,NY,New York,Schenectady,42.7789458555,-73.9045692713
247,NY,New York,Syracuse,43.062275973,-76.1098792183
248,NY,New York,Yonkers,40.9465025597,-73.8636959965
249,NC,North Carolin,Asheville,35.5594022275,-82.5414378837
250,NC,North Carolin,Cary,35.7356407698,-78.7671770948
251,NC,North Carolin,Charlotte,35.2463013762,-80.7965029976
252,NC,North Carolin,Concord,35.4209224215,-80.5778162064
253,NC,North Carolin,Durham,36.0919577045,-78.8864495654
254,NC,North Carolin,Fayetteville,35.0504816055,-78.9629126602
255,NC,North Carolin,Gastonia,35.2945171018,-81.1551288411
256,NC,North Carolin,Greensboro,36.1144448726,-79.8148527465
257,NC,North Carolin,Greenville,35.5824507872,-77.3103727483
258,NC,North Carolin,High Point,36.0143459687,-79.9687378474
259,NC,North Carolin,Raleigh,35.8414887072,-78.5931984664
260,NC,North Carolin,Wilmington,34.2102758569,-77.8872842368
261,NC,North Carolin,Winston-Salem,36.037730265,-80.2784193562
262,ND,North Dakota,Fargo,46.8652457832,-96.8289882328
263,OH,Ohio,Akron,41.0246964592,-81.4539195984
264,OH,Ohio,Canton,40.8080192662,-81.3676594998
265,OH,Ohio,Cincinnati,39.1794195082,-84.4458691581
266,OH,Ohio,Cleveland,41.4590824741,-81.8172202647
267,OH,Ohio,Columbus,39.9859500484,-82.9851738516
268,OH,Ohio,Dayton,39.755013043,-84.1298416474
